Time	E1_L08.1PG_Col.0	E2_L13.1	E3_L13.2	E4_L08.2PG_Col.0
599.89	-0.414899	-0.0860126	-0.351974	0.0694901
599.9	-0.414983	-0.086081	-0.351928	0.0696119
599.91	-0.414998	-0.0859603	-0.352017	0.0694049
599.92	-0.41493	-0.0859453	-0.351925	0.0696712
599.93	-0.414838	-0.0857808	-0.3515	0.0692346
599.94	-0.415034	-0.0861195	-0.351882	0.0695824
599.95	-0.415073	-0.0859533	-0.351992	0.0693116
599.96	-0.414892	-0.0860809	-0.351909	0.0695281
599.97	-0.414802	-0.0856968	-0.351685	0.0695657
599.98	-0.41489	-0.0860314	-0.351747	0.0695289
599.99	-0.414779	-0.0858052	-0.351727	0.0692928
600	-0.414717	-0.0860392	-0.351777	0.0695808
600.01	-0.414824	-0.0857266	-0.3516	0.0696071
600.02	-0.414804	-0.0859887	-0.351636	0.0694007
600.03	-0.414717	-0.0859378	-0.352024	0.0693286
600.04	-0.414756	-0.0859624	-0.351841	0.069435
600.05	-0.414774	-0.086055	-0.351689	0.0695248
600.06	-0.414878	-0.0861015	-0.351711	0.0696177
600.07	-0.414701	-0.0857917	-0.351664	0.0695704
600.08	-0.414839	-0.0859755	-0.351803	0.069629
600.09	-0.414829	-0.0857427	-0.351703	0.0694253
600.1	-0.414839	-0.085721	-0.351632	0.0695812
600.11	-0.414749	-0.0858535	-0.351632	0.0693953
600.12	-0.414806	-0.0859749	-0.351898	0.0695297
600.13	-0.414849	-0.0855564	-0.351861	0.0693751
600.14	-0.414728	-0.0858287	-0.351799	0.0695682
600.15	-0.414866	-0.0857428	-0.351784	0.0692438
600.16	-0.414962	-0.0858859	-0.351841	0.0694575
600.17	-0.414682	-0.0855122	-0.351557	0.0693687
600.18	-0.414741	-0.0858109	-0.351688	0.069694
600.19	-0.414791	-0.0857996	-0.351672	0.0694798
600.2	-0.41478	-0.0858172	-0.351573	0.0695701
600.21	-0.414834	-0.0858137	-0.351702	0.0693864
600.22	-0.41476	-0.0857958	-0.351752	0.0694748
600.23	-0.414726	-0.085719	-0.351775	0.0694834
600.24	-0.414749	-0.0857134	-0.351597	0.0695425
600.25	-0.414793	-0.0857609	-0.351518	0.0693829
600.26	-0.414726	-0.0859482	-0.351722	0.0695517
600.27	-0.414666	-0.0854916	-0.351582	0.0696206
600.28	-0.414765	-0.0857744	-0.351609	0.0696122
600.29	-0.414748	-0.0855617	-0.351625	0.0694232
600.3	-0.414777	-0.0857739	-0.351692	0.0696829
600.31	-0.414797	-0.0856104	-0.351607	0.0696055
600.32	-0.414823	-0.0856864	-0.351613	0.0697321
600.33	-0.414729	-0.0855756	-0.35162	0.0695644
600.34	-0.414732	-0.0856961	-0.351706	0.0696998
600.35	-0.4146	-0.0856323	-0.351462	0.0696132
600.36	-0.414581	-0.0856149	-0.351649	0.0695842
600.37	-0.414648	-0.0853553	-0.351342	0.0694831
600.38	-0.41468	-0.0855303	-0.351448	0.069733
600.39	-0.414684	-0.0852436	-0.351373	0.0696027
600.4	-0.414638	-0.0855311	-0.351399	0.0697589
600.41	-0.414851	-0.085573	-0.35139	0.0696157
600.42	-0.414631	-0.0854423	-0.3514	0.0697195
600.43	-0.414682	-0.0852922	-0.351408	0.0696188
600.44	-0.414658	-0.0853647	-0.351617	0.0696923
600.45	-0.41445	-0.0852342	-0.351374	0.0695921
600.46	-0.414564	-0.0855741	-0.351485	0.069744
600.47	-0.41468	-0.0854272	-0.351329	0.0697715
600.48	-0.414748	-0.0856065	-0.35138	0.0696782
600.49	-0.414749	-0.0853433	-0.3513	0.0695367
600.5	-0.414519	-0.0854765	-0.351434	0.0697015
600.51	-0.414577	-0.0853309	-0.351344	0.0697202
600.52	-0.414499	-0.0854009	-0.351278	0.0698912
600.53	-0.414477	-0.0853945	-0.351129	0.069778
600.54	-0.414553	-0.0853683	-0.351478	0.0698593
600.55	-0.414471	-0.0850844	-0.351356	0.0697805
600.56	-0.414445	-0.0851926	-0.35132	0.0698017
600.57	-0.414377	-0.0850692	-0.351493	0.0698134
600.58	-0.414342	-0.085324	-0.351474	0.0697802
600.59	-0.414295	-0.0852429	-0.351405	0.0696295
600.6	-0.414369	-0.0851706	-0.351741	0.0696989
600.61	-0.414412	-0.0850442	-0.351476	0.0697268
600.62	-0.414328	-0.0849179	-0.351641	0.0698249
600.63	-0.414427	-0.0850551	-0.35163	0.0698116
600.64	-0.414082	-0.0849694	-0.351689	0.0698343
600.65	-0.414282	-0.0845801	-0.351719	0.0695695
600.66	-0.414219	-0.0848091	-0.351483	0.0697579
600.67	-0.414106	-0.0845858	-0.351465	0.0696571
600.68	-0.414023	-0.0848567	-0.351577	0.0698447
600.69	-0.414186	-0.0847343	-0.351605	0.0696486
600.7	-0.414046	-0.0847491	-0.351606	0.0698054
600.71	-0.413955	-0.0845568	-0.351549	0.0696191
600.72	-0.413904	-0.0847997	-0.351691	0.0698337
600.73	-0.414001	-0.0844542	-0.351223	0.0696457
600.74	-0.41388	-0.0845383	-0.351328	0.069855
600.75	-0.413862	-0.0841656	-0.351472	0.0697435
600.76	-0.413925	-0.0845923	-0.351585	0.0698688
600.77	-0.413734	-0.0842312	-0.351063	0.0698164
600.78	-0.413842	-0.0845786	-0.351415	0.0698975
600.79	-0.413843	-0.0843596	-0.351346	0.06989
600.8	-0.413844	-0.0842976	-0.351661	0.0698759
600.81	-0.413684	-0.0840907	-0.351336	0.0698312
600.82	-0.41373	-0.0839563	-0.351408	0.0699129
600.83	-0.41374	-0.0838398	-0.351075	0.0699369
600.84	-0.413681	-0.0841079	-0.35089	0.0699857
600.85	-0.413662	-0.0840121	-0.351429	0.0698926
600.86	-0.413657	-0.0841469	-0.35142	0.0699164
600.87	-0.413457	-0.0839506	-0.351281	0.0699081
600.88	-0.413601	-0.0839891	-0.351255	0.0698906
600.89	-0.413624	-0.0838443	-0.35115	0.0698588
600.9	-0.413667	-0.0840543	-0.351222	0.0699613
600.91	-0.41348	-0.0838804	-0.351188	0.0699694
600.92	-0.413488	-0.083859	-0.351327	0.0699114
600.93	-0.413501	-0.0838314	-0.351054	0.069895
600.94	-0.413468	-0.083801	-0.351196	0.0699336
600.95	-0.413546	-0.0838221	-0.351373	0.0699248
600.96	-0.413437	-0.0835678	-0.351238	0.0700423
600.97	-0.413406	-0.0835461	-0.351111	0.0699136
600.98	-0.413376	-0.083635	-0.35128	0.0699767
600.99	-0.413338	-0.0835239	-0.351042	0.0699578
601	-0.41329	-0.0836666	-0.351099	0.0700853
601.01	-0.413371	-0.0836591	-0.351244	0.0700492
601.02	-0.413314	-0.0835922	-0.351254	0.0701788
601.03	-0.413339	-0.0833202	-0.351207	0.0701712
601.04	-0.413333	-0.0835664	-0.351444	0.0699999
601.05	-0.413332	-0.0836424	-0.351117	0.069882
601.06	-0.413175	-0.0836254	-0.351353	0.0699926
601.07	-0.413263	-0.0833974	-0.351036	0.0701068
601.08	-0.413488	-0.0836025	-0.350918	0.0700878
601.09	-0.413499	-0.0834368	-0.350833	0.0699657
601.1	-0.413382	-0.083597	-0.350878	0.069973
601.11	-0.413348	-0.0836575	-0.351056	0.0698937
601.12	-0.413125	-0.0833895	-0.351038	0.069989
601.13	-0.413102	-0.0831643	-0.350957	0.0700258
601.14	-0.413171	-0.0831467	-0.351068	0.070167
601.15	-0.413138	-0.0832154	-0.350991	0.0700287
601.16	-0.413145	-0.0832457	-0.351118	0.0701228
601.17	-0.412742	-0.0825288	-0.351033	0.0702452
601.18	-0.412126	-0.0821066	-0.350926	0.070274
601.19	-0.411472	-0.0814007	-0.350792	0.0700982
601.2	-0.410976	-0.0812664	-0.351123	0.0699858
601.21	-0.410735	-0.0806355	-0.351013	0.0698611
601.22	-0.410443	-0.0805527	-0.351139	0.0702239
601.23	-0.410284	-0.0802802	-0.351256	0.0701318
601.24	-0.410089	-0.0801665	-0.351238	0.0701413
601.25	-0.409828	-0.0798535	-0.351192	0.0701163
601.26	-0.409825	-0.0798192	-0.351303	0.070178
601.27	-0.409765	-0.0800127	-0.350659	0.0700938
601.28	-0.409758	-0.080078	-0.350875	0.0701732
601.29	-0.409487	-0.0794478	-0.350717	0.07019
601.3	-0.409555	-0.0794912	-0.350899	0.0704142
601.31	-0.409733	-0.0795429	-0.351017	0.070329
601.32	-0.409676	-0.0798452	-0.350854	0.0703341
601.33	-0.409655	-0.0798699	-0.350804	0.0701782
601.34	-0.409679	-0.0797739	-0.350927	0.070381
601.35	-0.409737	-0.0798037	-0.350711	0.070111
601.36	-0.409757	-0.0799201	-0.350953	0.0702966
601.37	-0.409617	-0.0795965	-0.350757	0.0703893
601.38	-0.409632	-0.0795528	-0.350851	0.070581
601.39	-0.409869	-0.0792518	-0.350827	0.0701814
601.4	-0.40971	-0.0796467	-0.350873	0.070283
601.41	-0.409672	-0.0795551	-0.351333	0.0701855
601.42	-0.409774	-0.0795908	-0.350951	0.0705155
601.43	-0.409873	-0.0797245	-0.351193	0.070221
601.44	-0.409725	-0.0795865	-0.351049	0.0701732
601.45	-0.409746	-0.0795483	-0.350686	0.0701729
601.46	-0.409897	-0.0797197	-0.351066	0.0702898
601.47	-0.409824	-0.0794427	-0.350738	0.0704421
601.48	-0.409785	-0.0798874	-0.350896	0.0704724
601.49	-0.409918	-0.0799876	-0.351093	0.0702598
601.5	-0.40992	-0.0796828	-0.351067	0.0702083
601.51	-0.409869	-0.0794718	-0.350775	0.0701127
601.52	-0.41	-0.0795711	-0.350888	0.0702731
601.53	-0.410017	-0.0796323	-0.350432	0.0701164
601.54	-0.410015	-0.0798299	-0.350683	0.07018
601.55	-0.410071	-0.0798627	-0.350693	0.0700504
601.56	-0.409976	-0.0798515	-0.351014	0.0701335
601.57	-0.409962	-0.0796646	-0.350811	0.0701039
601.58	-0.410042	-0.0797931	-0.351071	0.0701588
601.59	-0.409843	-0.0797774	-0.350766	0.0701678
601.6	-0.410039	-0.0798672	-0.350914	0.0702957
601.61	-0.410123	-0.0797839	-0.350981	0.0701122
601.62	-0.409994	-0.0795626	-0.351089	0.0702661
601.63	-0.409986	-0.0793395	-0.350683	0.0700878
601.64	-0.410209	-0.0796233	-0.351073	0.0706614
601.65	-0.410136	-0.0796566	-0.350909	0.0702291
601.66	-0.410151	-0.079559	-0.350907	0.070288
601.67	-0.410222	-0.0795991	-0.35102	0.0704329
601.68	-0.410288	-0.0798056	-0.351078	0.0704251
601.69	-0.410205	-0.079754	-0.350792	0.0703094
601.7	-0.410186	-0.0797308	-0.35096	0.0705368
601.71	-0.410353	-0.079679	-0.350715	0.0704122
601.72	-0.410182	-0.0796203	-0.350854	0.0704333
601.73	-0.410269	-0.0795058	-0.350808	0.0703098
601.74	-0.410269	-0.0794893	-0.350843	0.0705627
601.75	-0.410298	-0.0793596	-0.350592	0.0705038
601.76	-0.410311	-0.0797294	-0.350938	0.0705845
601.77	-0.41026	-0.0796168	-0.350804	0.070409
601.78	-0.410402	-0.0797782	-0.35067	0.0705152
601.79	-0.410357	-0.0796044	-0.350348	0.0703003
601.8	-0.410433	-0.0797824	-0.350704	0.07046
601.81	-0.41036	-0.0794423	-0.350524	0.0702387
601.82	-0.410438	-0.0794731	-0.350726	0.0706262
601.83	-0.41043	-0.0794885	-0.35052	0.0704101
601.84	-0.410307	-0.0793503	-0.350399	0.0705143
601.85	-0.410234	-0.0795033	-0.35055	0.0704649
601.86	-0.410374	-0.0794147	-0.350551	0.0706607
601.87	-0.410279	-0.0792652	-0.350685	0.0704794
601.88	-0.410314	-0.0794823	-0.35071	0.0704016
601.89	-0.41025	-0.0791266	-0.350558	0.0704164
601.9	-0.410341	-0.0793929	-0.350527	0.0705181
601.91	-0.410221	-0.0794559	-0.350345	0.0703565
601.92	-0.410281	-0.0793372	-0.350785	0.0704574
601.93	-0.410161	-0.0791383	-0.350595	0.0704803
601.94	-0.410403	-0.0792559	-0.350916	0.0703736
601.95	-0.410454	-0.0794173	-0.350713	0.0704409
601.96	-0.410486	-0.0794943	-0.350577	0.0703668
601.97	-0.410302	-0.0793695	-0.350329	0.0705611
601.98	-0.410386	-0.0794232	-0.350275	0.0705501
601.99	-0.410363	-0.079397	-0.350324	0.0704004
602	-0.410495	-0.0797419	-0.350512	0.0705017
602.01	-0.410323	-0.0795008	-0.350518	0.0703641
602.02	-0.410352	-0.0793176	-0.350341	0.0705729
602.03	-0.41038	-0.0791633	-0.350402	0.0705995
602.04	-0.410427	-0.0793855	-0.350361	0.0705524
602.05	-0.410368	-0.0795033	-0.350176	0.0705915
602.06	-0.410422	-0.0795455	-0.350509	0.070621
602.07	-0.410137	-0.0793629	-0.350315	0.0707178
602.08	-0.41032	-0.0794693	-0.350363	0.0705235
602.09	-0.410244	-0.0794192	-0.350105	0.0705195
602.1	-0.410437	-0.0794142	-0.350432	0.0705285
602.11	-0.41037	-0.0793901	-0.350416	0.0703458
602.12	-0.410403	-0.0796415	-0.350429	0.070712
602.13	-0.410368	-0.0794687	-0.350329	0.0704793
602.14	-0.410402	-0.0793702	-0.350308	0.0705737
602.15	-0.410473	-0.0794674	-0.350445	0.0703398
602.16	-0.410405	-0.0793148	-0.350493	0.0705992
602.17	-0.410277	-0.0792991	-0.350223	0.0706136
602.18	-0.410489	-0.079444	-0.350277	0.0707245
602.19	-0.410379	-0.0794998	-0.350383	0.0706188
602.2	-0.410497	-0.0794781	-0.350288	0.0707459
602.21	-0.41054	-0.0795659	-0.350341	0.070821
602.22	-0.41045	-0.0794384	-0.350197	0.0707641
602.23	-0.410424	-0.0793898	-0.350073	0.070578
602.24	-0.410432	-0.0792971	-0.350394	0.0708149
602.25	-0.410424	-0.0793774	-0.349943	0.0707741
602.26	-0.41051	-0.079457	-0.350349	0.070676
602.27	-0.410377	-0.0791133	-0.350283	0.070698
602.28	-0.410521	-0.0791637	-0.350219	0.0708089
602.29	-0.410383	-0.079235	-0.350055	0.0707011
602.3	-0.410474	-0.079328	-0.35025	0.0708334
602.31	-0.410518	-0.0791439	-0.349861	0.0706521
602.32	-0.410598	-0.0794429	-0.350307	0.0708606
602.33	-0.410556	-0.0792448	-0.349983	0.0707886
602.34	-0.41049	-0.0792779	-0.349976	0.0710444
602.35	-0.41054	-0.0793214	-0.350364	0.0708443
602.36	-0.410419	-0.0793378	-0.350383	0.070979
602.37	-0.410426	-0.0791732	-0.349896	0.0708036
602.38	-0.410567	-0.0792913	-0.350044	0.0708268
602.39	-0.410518	-0.0791261	-0.349966	0.0706889
602.4	-0.410423	-0.0791884	-0.35012	0.0710143
602.41	-0.410493	-0.079252	-0.349997	0.0709507
602.42	-0.41058	-0.0789904	-0.350106	0.0710779
602.43	-0.410527	-0.0789358	-0.349924	0.0709235
602.44	-0.410586	-0.0791066	-0.350183	0.0709383
602.45	-0.41047	-0.0789198	-0.350158	0.070964
602.46	-0.410638	-0.0789941	-0.35033	0.0709446
602.47	-0.410554	-0.0792284	-0.350493	0.0709249
602.48	-0.410585	-0.0793946	-0.350392	0.0710729
602.49	-0.410555	-0.0790166	-0.349899	0.0710532
602.5	-0.410632	-0.0792766	-0.349946	0.0710673
602.51	-0.410696	-0.0790257	-0.349765	0.0711349
602.52	-0.410718	-0.0791028	-0.35004	0.0712627
602.53	-0.410823	-0.0792105	-0.350152	0.0708732
602.54	-0.410717	-0.0792113	-0.350127	0.0711941
602.55	-0.41063	-0.0791676	-0.350136	0.0710757
602.56	-0.410647	-0.0793161	-0.350208	0.0711905
602.57	-0.410728	-0.0791978	-0.350054	0.0711916
602.58	-0.410714	-0.0792364	-0.350082	0.071424
602.59	-0.410729	-0.0792839	-0.35015	0.0710753
602.6	-0.410773	-0.0792928	-0.350095	0.0712787
602.61	-0.410663	-0.0791465	-0.349746	0.0710897
602.62	-0.41057	-0.0791533	-0.350167	0.0712559
602.63	-0.410691	-0.0789208	-0.350018	0.0709463
602.64	-0.410696	-0.0792032	-0.35003	0.0712736
602.65	-0.410717	-0.0790009	-0.349923	0.071036
602.66	-0.410616	-0.078964	-0.349884	0.0710542
602.67	-0.410767	-0.078933	-0.350062	0.0711766
602.68	-0.410647	-0.0789292	-0.350241	0.071202
602.69	-0.410615	-0.0788557	-0.349776	0.0713817
602.7	-0.410647	-0.0789446	-0.349836	0.0712669
602.71	-0.410705	-0.0790944	-0.34978	0.0711009
602.72	-0.410766	-0.0790071	-0.349959	0.0711861
602.73	-0.410822	-0.0792418	-0.350048	0.0711897
602.74	-0.410665	-0.0790704	-0.350097	0.071431
602.75	-0.410688	-0.0788495	-0.349853	0.0714902
602.76	-0.410869	-0.079044	-0.349972	0.0715396
602.77	-0.41086	-0.0787852	-0.350108	0.071092
602.78	-0.410706	-0.0788779	-0.349793	0.0712456
602.79	-0.410786	-0.0787553	-0.349773	0.0712715
602.8	-0.41084	-0.0789174	-0.349835	0.0711708
602.81	-0.410741	-0.0787648	-0.349899	0.0712878
602.82	-0.410802	-0.0790945	-0.350051	0.071206
602.83	-0.410809	-0.0788797	-0.350224	0.0712126
602.84	-0.410772	-0.0790209	-0.350018	0.0714165
602.85	-0.410753	-0.0789788	-0.349972	0.0712114
602.86	-0.41078	-0.0790555	-0.34988	0.0714384
602.87	-0.410736	-0.0788422	-0.349842	0.0715426
602.88	-0.410798	-0.0790273	-0.349716	0.0716183
602.89	-0.410707	-0.078932	-0.349708	0.0714995
602.9	-0.41065	-0.078921	-0.349812	0.0716088
602.91	-0.410948	-0.0788999	-0.349985	0.0713433
602.92	-0.410902	-0.078916	-0.349954	0.0714594
602.93	-0.41086	-0.0788553	-0.34983	0.0715158
602.94	-0.410759	-0.0789123	-0.349756	0.0716199
602.95	-0.410642	-0.0788392	-0.349705	0.0714121
602.96	-0.410724	-0.0787282	-0.349885	0.0717175
602.97	-0.410713	-0.078602	-0.350097	0.0716302
602.98	-0.410685	-0.0787271	-0.349721	0.0716443
602.99	-0.410638	-0.0784999	-0.349596	0.0717428
603	-0.410696	-0.0786959	-0.349625	0.0716989
603.01	-0.410719	-0.0786267	-0.349565	0.0716069
603.02	-0.410842	-0.0787556	-0.349845	0.0718126
603.03	-0.410736	-0.0784256	-0.349647	0.0715264
603.04	-0.410792	-0.0786778	-0.34969	0.0718674
603.05	-0.410797	-0.0786557	-0.349806	0.0716221
603.06	-0.410779	-0.078864	-0.349633	0.071917
603.07	-0.410722	-0.0789087	-0.349766	0.0717639
603.08	-0.410765	-0.078957	-0.349522	0.0718565
603.09	-0.410681	-0.0786902	-0.349739	0.0719547
603.1	-0.410805	-0.0787301	-0.349885	0.071881
603.11	-0.410767	-0.0786586	-0.349478	0.0718364
603.12	-0.410961	-0.0787771	-0.349662	0.0718474
603.13	-0.410902	-0.078472	-0.349692	0.0717034
603.14	-0.410838	-0.0788392	-0.349722	0.0719291
603.15	-0.410942	-0.0788732	-0.349673	0.0718637
603.16	-0.410802	-0.0789271	-0.349596	0.0720498
603.17	-0.410836	-0.0788123	-0.349478	0.0720136
603.18	-0.410963	-0.0790109	-0.349557	0.0717725
603.19	-0.410757	-0.0786875	-0.349569	0.0719968
603.2	-0.410909	-0.0788521	-0.349435	0.0721672
603.21	-0.410814	-0.0787236	-0.349377	0.0721146
603.22	-0.41079	-0.078757	-0.349395	0.0721816
603.23	-0.410807	-0.0788248	-0.349366	0.0721929
603.24	-0.410964	-0.0787147	-0.34941	0.0723597
603.25	-0.410856	-0.0787792	-0.34936	0.0720851
603.26	-0.410959	-0.0787352	-0.349315	0.072281
603.27	-0.410869	-0.0787851	-0.349425	0.072174
603.28	-0.410804	-0.0787433	-0.349251	0.0722015
603.29	-0.410634	-0.0784416	-0.349126	0.0723694
603.3	-0.410668	-0.0786776	-0.349042	0.0723168
603.31	-0.410716	-0.0786789	-0.349329	0.0724575
603.32	-0.410668	-0.078892	-0.349187	0.0723984
603.33	-0.410743	-0.0788863	-0.34922	0.0724179
603.34	-0.410618	-0.0788069	-0.349228	0.0724786
603.35	-0.410942	-0.0785189	-0.349283	0.0723507
603.36	-0.410889	-0.0787119	-0.348897	0.0723152
603.37	-0.410882	-0.0787176	-0.348921	0.0723668
603.38	-0.410904	-0.0787723	-0.348792	0.0725382
603.39	-0.410751	-0.0786866	-0.34872	0.072589
603.4	-0.410825	-0.0787028	-0.348669	0.0726666
603.41	-0.410809	-0.078437	-0.348867	0.0725129
603.42	-0.410937	-0.0786519	-0.348932	0.0725782
603.43	-0.410823	-0.0787086	-0.348857	0.0725055
603.44	-0.410849	-0.0787634	-0.34881	0.0726668
603.45	-0.410803	-0.0787568	-0.348912	0.0726606
603.46	-0.410946	-0.0787793	-0.348911	0.0728654
603.47	-0.410819	-0.0788312	-0.349032	0.0726471
603.48	-0.410879	-0.0788123	-0.348886	0.0728566
603.49	-0.410834	-0.0784848	-0.348945	0.0728921
603.5	-0.410761	-0.0786934	-0.348743	0.0728258
603.51	-0.410842	-0.0784894	-0.348811	0.0729756
603.52	-0.410832	-0.078593	-0.348577	0.073066
603.53	-0.411003	-0.0784751	-0.348654	0.0731305
603.54	-0.410877	-0.0785865	-0.348647	0.0733464
603.55	-0.410803	-0.0785462	-0.348387	0.0733644
603.56	-0.410722	-0.0787594	-0.348277	0.0735722
603.57	-0.410823	-0.0785741	-0.348139	0.0734875
603.58	-0.41078	-0.0785848	-0.348181	0.0737472
603.59	-0.410867	-0.0782446	-0.347664	0.073806
603.6	-0.410868	-0.0783335	-0.347945	0.0738613
603.61	-0.410895	-0.0782347	-0.347924	0.0737593
603.62	-0.410981	-0.0782796	-0.347627	0.0740761
603.63	-0.411016	-0.0781371	-0.347629	0.0739088
603.64	-0.410908	-0.078175	-0.34762	0.0740138
603.65	-0.410859	-0.0783373	-0.347649	0.074003
603.66	-0.410829	-0.0782691	-0.347627	0.0740636
603.67	-0.410874	-0.0780121	-0.347332	0.0739189
603.68	-0.4108	-0.078384	-0.34757	0.0742926
603.69	-0.410919	-0.0782165	-0.347442	0.0742419
603.7	-0.410873	-0.0783117	-0.347498	0.0743434
603.71	-0.410924	-0.0781129	-0.347278	0.0741837
603.72	-0.410899	-0.0782079	-0.347567	0.0741764
603.73	-0.410858	-0.0783372	-0.347477	0.0741281
603.74	-0.410949	-0.0780969	-0.347277	0.0742654
603.75	-0.410911	-0.0781627	-0.34738	0.0742441
603.76	-0.410764	-0.0783073	-0.347288	0.0743859
603.77	-0.41087	-0.0783586	-0.347207	0.0742607
603.78	-0.410894	-0.0781503	-0.347102	0.0744652
603.79	-0.410759	-0.0780159	-0.346799	0.074169
603.8	-0.41084	-0.0782673	-0.347111	0.0743855
603.81	-0.410872	-0.0781312	-0.347151	0.0741075
603.82	-0.41073	-0.0779622	-0.347019	0.0744611
603.83	-0.410855	-0.0779213	-0.346808	0.0742729
603.84	-0.410785	-0.0780376	-0.347101	0.07438
603.85	-0.410858	-0.0778808	-0.346997	0.0743434
603.86	-0.410845	-0.0781167	-0.34699	0.0745085
603.87	-0.410975	-0.0781666	-0.346782	0.0742678
603.88	-0.410837	-0.0781489	-0.346812	0.0745715
603.89	-0.410643	-0.0778281	-0.346535	0.0745082
603.9	-0.410759	-0.0780076	-0.346678	0.0745735
603.91	-0.410969	-0.077905	-0.346796	0.074426
603.92	-0.411068	-0.0780818	-0.347068	0.074521
603.93	-0.411015	-0.0779758	-0.346777	0.0743198
603.94	-0.410951	-0.0780199	-0.34678	0.0745531
603.95	-0.410883	-0.0776024	-0.346755	0.0745998
603.96	-0.41083	-0.0780645	-0.346933	0.074647
603.97	-0.410857	-0.0780178	-0.346829	0.0743035
603.98	-0.410904	-0.0780837	-0.346857	0.0745696
603.99	-0.410758	-0.0775856	-0.346558	0.0743896
604	-0.410841	-0.077805	-0.346942	0.0745714
604.01	-0.411012	-0.0777736	-0.347069	0.0746182
604.02	-0.410967	-0.0781184	-0.34695	0.0747029
604.03	-0.411018	-0.0777609	-0.346762	0.0747101
604.04	-0.410797	-0.0780825	-0.346921	0.0747205
604.05	-0.410982	-0.077973	-0.346663	0.0747516
604.06	-0.410804	-0.0780052	-0.346798	0.074717
604.07	-0.410973	-0.077854	-0.34659	0.0747002
604.08	-0.410962	-0.0778096	-0.34696	0.0747732
604.09	-0.410643	-0.0777446	-0.346627	0.0748237
604.1	-0.410772	-0.0778487	-0.346806	0.074883
604.11	-0.410957	-0.0780686	-0.346504	0.0748088
604.12	-0.410821	-0.0781563	-0.346626	0.074724
604.13	-0.41087	-0.0778875	-0.346756	0.0748238
604.14	-0.410832	-0.0779553	-0.346749	0.0747901
604.15	-0.410938	-0.0778764	-0.346555	0.0747676
604.16	-0.41081	-0.0779488	-0.346783	0.074829
604.17	-0.411025	-0.0778789	-0.346717	0.0748176
604.18	-0.410855	-0.078001	-0.34673	0.0749145
604.19	-0.410706	-0.0775775	-0.346243	0.0749937
604.2	-0.410746	-0.0776761	-0.346617	0.0749073
604.21	-0.410841	-0.077617	-0.34645	0.0747038
604.22	-0.41081	-0.0777302	-0.346471	0.0748279
604.23	-0.410835	-0.0778292	-0.346369	0.0747475
604.24	-0.410727	-0.0777161	-0.346581	0.0748228
604.25	-0.41092	-0.0777218	-0.346593	0.0747775
604.26	-0.410855	-0.077795	-0.346734	0.0748448
604.27	-0.410814	-0.0780564	-0.34661	0.0750306
604.28	-0.410743	-0.0779713	-0.346628	0.0749347
604.29	-0.410806	-0.077402	-0.346825	0.0748157
604.3	-0.410831	-0.0776841	-0.346852	0.0748139
604.31	-0.410853	-0.0779402	-0.346572	0.0748271
604.32	-0.410874	-0.0779794	-0.346675	0.0748452
604.33	-0.41084	-0.0777597	-0.346417	0.0748684
604.34	-0.410866	-0.0777175	-0.346784	0.0748744
604.35	-0.410822	-0.0777882	-0.346349	0.0747969
604.36	-0.410753	-0.0778331	-0.346669	0.0749038
604.37	-0.410859	-0.0777843	-0.346882	0.074866
604.38	-0.410928	-0.077755	-0.34687	0.0749282
604.39	-0.41074	-0.0774682	-0.346531	0.0747931
604.4	-0.410704	-0.0776952	-0.346678	0.0748714
604.41	-0.410809	-0.0777925	-0.346586	0.0748193
604.42	-0.41074	-0.0777772	-0.346701	0.0749002
604.43	-0.410851	-0.0777983	-0.346596	0.0747879
604.44	-0.410707	-0.0778575	-0.34654	0.074801
604.45	-0.41068	-0.0775435	-0.34658	0.0749211
604.46	-0.410736	-0.0775368	-0.346619	0.0749364
604.47	-0.410707	-0.0775344	-0.346574	0.0748207
604.48	-0.410754	-0.0777002	-0.34662	0.0748613
604.49	-0.410807	-0.0774256	-0.346335	0.074785
604.5	-0.41074	-0.0777865	-0.346626	0.0748037
604.51	-0.410685	-0.0774621	-0.346607	0.0748524
604.52	-0.410595	-0.0776796	-0.346757	0.0750172
604.53	-0.410676	-0.0778027	-0.346622	0.0748505
604.54	-0.410614	-0.0777437	-0.34675	0.0751075
604.55	-0.410698	-0.0773888	-0.346284	0.0749372
604.56	-0.410668	-0.077603	-0.346663	0.0750487
604.57	-0.410703	-0.07753	-0.346436	0.0749996
604.58	-0.410809	-0.0773805	-0.346573	0.074951
604.59	-0.410651	-0.0775823	-0.346632	0.0748647
604.6	-0.410626	-0.0775658	-0.34649	0.0749115
604.61	-0.410745	-0.0775359	-0.346402	0.0748778
604.62	-0.410535	-0.0775792	-0.34665	0.0749652
604.63	-0.41065	-0.0775912	-0.346389	0.0749205
604.64	-0.410565	-0.0773361	-0.346376	0.0752379
604.65	-0.410654	-0.0773434	-0.346504	0.0748977
604.66	-0.410622	-0.077193	-0.346628	0.0750682
604.67	-0.410714	-0.0773978	-0.346406	0.0749335
604.68	-0.410603	-0.077383	-0.346304	0.0749852
604.69	-0.410625	-0.0776029	-0.346022	0.0751242
604.7	-0.410599	-0.0774256	-0.346351	0.0750475
604.71	-0.410503	-0.0774024	-0.346566	0.0748318
604.72	-0.410607	-0.0774085	-0.346611	0.075238
604.73	-0.410549	-0.0772032	-0.346409	0.075193
