Time	E1_L08.1PG_Col0	E2_L13.1	E3_L08.2PG_example1	E4_L13.2
249.35	-0.431078	-0.517609	-0.35439	-0.169766
249.36	-0.431263	-0.517706	-0.354219	-0.169817
249.37	-0.431159	-0.517744	-0.354348	-0.169723
249.38	-0.431194	-0.517724	-0.354465	-0.169588
249.39	-0.431015	-0.517419	-0.354206	-0.169598
249.4	-0.431101	-0.517594	-0.354217	-0.16947
249.41	-0.430918	-0.517409	-0.354057	-0.169629
249.42	-0.431237	-0.517487	-0.35418	-0.169177
249.43	-0.430929	-0.517318	-0.353926	-0.169245
249.44	-0.430851	-0.517307	-0.354237	-0.169
249.45	-0.430872	-0.5172	-0.354212	-0.169114
249.46	-0.431006	-0.51749	-0.354219	-0.169019
249.47	-0.430819	-0.517183	-0.354107	-0.16895
249.48	-0.430818	-0.517095	-0.353975	-0.168915
249.49	-0.430579	-0.516902	-0.353925	-0.168848
249.5	-0.430788	-0.517111	-0.354211	-0.168637
249.51	-0.430852	-0.516723	-0.354068	-0.168581
249.52	-0.430958	-0.51691	-0.354108	-0.168318
249.53	-0.430746	-0.516812	-0.353992	-0.168435
249.54	-0.430908	-0.516774	-0.354044	-0.168376
249.55	-0.430872	-0.516608	-0.353663	-0.168515
249.56	-0.430934	-0.516454	-0.354161	-0.168325
249.57	-0.430922	-0.516553	-0.354162	-0.168101
249.58	-0.43092	-0.516559	-0.353979	-0.167744
249.59	-0.430934	-0.516376	-0.353894	-0.167986
249.6	-0.43106	-0.516583	-0.354327	-0.167759
249.61	-0.430889	-0.516404	-0.353976	-0.167662
249.62	-0.431025	-0.516532	-0.35417	-0.167511
249.63	-0.430771	-0.516331	-0.35386	-0.167586
249.64	-0.430902	-0.516385	-0.35411	-0.167422
249.65	-0.43092	-0.516255	-0.354082	-0.167332
249.66	-0.430968	-0.516391	-0.354078	-0.167072
249.67	-0.430663	-0.516362	-0.353848	-0.167126
249.68	-0.430725	-0.516447	-0.353939	-0.167063
249.69	-0.430648	-0.516127	-0.353738	-0.166921
249.7	-0.430759	-0.516133	-0.353981	-0.166796
249.71	-0.430859	-0.516228	-0.354044	-0.166621
249.72	-0.430805	-0.516294	-0.353947	-0.166409
249.73	-0.430695	-0.516109	-0.353589	-0.166439
249.74	-0.430851	-0.516316	-0.353996	-0.166356
249.75	-0.430742	-0.516074	-0.353895	-0.166383
249.76	-0.430702	-0.516216	-0.354026	-0.166119
249.77	-0.430678	-0.515873	-0.353988	-0.166207
249.78	-0.430579	-0.516019	-0.353923	-0.166121
249.79	-0.430468	-0.516001	-0.353881	-0.166019
249.8	-0.430694	-0.516136	-0.354277	-0.166094
249.81	-0.430661	-0.515939	-0.354153	-0.166315
249.82	-0.430651	-0.515927	-0.354328	-0.166091
249.83	-0.430692	-0.51566	-0.354161	-0.165852
249.84	-0.430576	-0.515868	-0.353923	-0.165655
249.85	-0.430449	-0.515659	-0.353709	-0.165463
249.86	-0.430485	-0.51561	-0.353963	-0.165315
249.87	-0.430498	-0.515717	-0.35391	-0.165149
249.88	-0.430502	-0.51567	-0.354017	-0.164845
249.89	-0.430149	-0.515411	-0.353725	-0.16476
249.9	-0.43044	-0.515491	-0.353963	-0.164622
249.91	-0.430406	-0.515428	-0.353832	-0.164639
249.92	-0.430498	-0.51544	-0.353881	-0.164505
249.93	-0.430393	-0.515374	-0.353799	-0.164384
249.94	-0.430307	-0.515118	-0.353593	-0.164183
249.95	-0.430146	-0.515035	-0.353495	-0.164074
249.96	-0.430321	-0.515118	-0.353718	-0.164065
249.97	-0.430232	-0.514978	-0.353522	-0.163984
249.98	-0.430452	-0.515337	-0.353688	-0.163927
249.99	-0.430268	-0.515206	-0.353503	-0.164082
250	-0.430377	-0.515136	-0.353924	-0.163855
250.01	-0.430181	-0.514957	-0.353923	-0.163772
250.02	-0.430304	-0.514943	-0.353813	-0.163703
250.03	-0.430096	-0.514681	-0.353524	-0.163785
250.04	-0.430151	-0.514892	-0.3537	-0.16346
250.05	-0.430119	-0.514728	-0.35351	-0.163526
250.06	-0.429939	-0.51457	-0.353837	-0.163217
250.07	-0.43002	-0.514424	-0.353962	-0.163486
250.08	-0.430243	-0.514814	-0.35379	-0.163349
250.09	-0.430087	-0.514588	-0.353924	-0.163013
250.1	-0.43021	-0.514636	-0.354143	-0.162847
250.11	-0.430164	-0.514249	-0.354009	-0.162991
250.12	-0.430193	-0.514296	-0.354064	-0.162902
250.13	-0.430137	-0.514169	-0.353904	-0.162743
250.14	-0.430082	-0.51423	-0.353902	-0.162524
250.15	-0.429946	-0.51425	-0.353609	-0.162432
250.16	-0.430086	-0.514242	-0.353765	-0.162487
250.17	-0.43013	-0.514047	-0.35385	-0.16241
250.18	-0.430055	-0.513826	-0.35371	-0.162136
250.19	-0.43	-0.513653	-0.353636	-0.162004
250.2	-0.430083	-0.513803	-0.353706	-0.162023
250.21	-0.430224	-0.513871	-0.353813	-0.161931
250.22	-0.430194	-0.514033	-0.353727	-0.161868
250.23	-0.430005	-0.513776	-0.35357	-0.161684
250.24	-0.429997	-0.513767	-0.353641	-0.161422
250.25	-0.429937	-0.513754	-0.353591	-0.161205
250.26	-0.429984	-0.513827	-0.353749	-0.161344
250.27	-0.43001	-0.513487	-0.353603	-0.16144
250.28	-0.430008	-0.513591	-0.353671	-0.161054
250.29	-0.430007	-0.513395	-0.353627	-0.161217
250.3	-0.430066	-0.513811	-0.353768	-0.160968
250.31	-0.429996	-0.513531	-0.353451	-0.160822
250.32	-0.429917	-0.513695	-0.353558	-0.160621
250.33	-0.430052	-0.513585	-0.353649	-0.160511
250.34	-0.430106	-0.51362	-0.353664	-0.160516
250.35	-0.429992	-0.513222	-0.353526	-0.160598
250.36	-0.429996	-0.513339	-0.353836	-0.160554
250.37	-0.429976	-0.513273	-0.353522	-0.160442
250.38	-0.429963	-0.513334	-0.353622	-0.160198
250.39	-0.429822	-0.513278	-0.353257	-0.160146
250.4	-0.42995	-0.513188	-0.353293	-0.15996
250.41	-0.429891	-0.513014	-0.353363	-0.159876
250.42	-0.43	-0.513199	-0.353856	-0.15977
250.43	-0.430096	-0.512881	-0.353627	-0.159736
250.44	-0.429933	-0.512964	-0.3537	-0.159749
250.45	-0.430007	-0.512897	-0.353463	-0.159756
250.46	-0.429907	-0.513008	-0.353614	-0.159572
250.47	-0.42988	-0.512877	-0.353412	-0.15969
250.48	-0.42988	-0.51269	-0.353388	-0.159523
250.49	-0.429743	-0.512538	-0.353207	-0.159593
250.5	-0.43001	-0.512888	-0.353387	-0.159254
250.51	-0.429823	-0.512844	-0.353436	-0.159242
250.52	-0.429689	-0.512685	-0.353574	-0.159244
250.53	-0.429714	-0.512454	-0.353419	-0.159243
250.54	-0.429838	-0.512541	-0.353493	-0.159046
250.55	-0.429639	-0.51237	-0.353282	-0.158924
250.56	-0.429636	-0.512372	-0.353318	-0.158925
250.57	-0.42956	-0.512409	-0.353101	-0.158759
250.58	-0.429732	-0.512441	-0.353302	-0.158561
250.59	-0.429673	-0.512277	-0.353372	-0.158586
250.6	-0.429644	-0.512486	-0.353461	-0.158536
250.61	-0.429553	-0.512241	-0.353573	-0.158337
250.62	-0.429711	-0.512476	-0.353834	-0.158209
250.63	-0.429721	-0.512337	-0.353488	-0.158152
250.64	-0.42984	-0.512343	-0.35365	-0.158037
250.65	-0.429753	-0.512033	-0.353385	-0.157907
250.66	-0.429734	-0.512372	-0.353205	-0.15782
250.67	-0.429602	-0.512171	-0.353242	-0.157795
250.68	-0.42998	-0.512188	-0.353325	-0.157569
250.69	-0.429523	-0.512035	-0.353155	-0.157646
250.7	-0.429466	-0.512155	-0.353036	-0.157376
250.71	-0.429586	-0.511793	-0.353091	-0.157363
250.72	-0.429959	-0.511919	-0.353253	-0.157186
250.73	-0.429597	-0.5117	-0.353249	-0.157204
250.74	-0.429615	-0.511918	-0.353453	-0.157214
250.75	-0.429523	-0.51177	-0.353133	-0.157196
250.76	-0.42955	-0.511898	-0.353261	-0.157124
250.77	-0.429602	-0.511715	-0.353076	-0.157051
250.78	-0.429695	-0.511896	-0.353234	-0.156815
250.79	-0.429586	-0.51164	-0.353036	-0.156781
250.8	-0.429718	-0.511672	-0.353286	-0.156882
250.81	-0.429908	-0.511639	-0.353138	-0.156863
250.82	-0.429692	-0.511501	-0.353112	-0.156832
250.83	-0.42956	-0.51144	-0.35287	-0.156736
250.84	-0.429859	-0.511276	-0.352988	-0.156543
250.85	-0.429543	-0.511252	-0.352897	-0.156607
250.86	-0.429584	-0.511364	-0.353047	-0.156479
250.87	-0.429541	-0.511129	-0.352953	-0.1563
250.88	-0.429585	-0.511257	-0.352977	-0.155917
250.89	-0.429588	-0.510931	-0.352638	-0.155979
250.9	-0.429461	-0.51128	-0.352665	-0.155691
250.91	-0.429937	-0.511037	-0.352734	-0.155539
250.92	-0.429415	-0.511251	-0.352973	-0.15562
250.93	-0.42934	-0.510987	-0.352837	-0.155521
250.94	-0.42956	-0.511014	-0.35291	-0.15541
250.95	-0.42981	-0.510952	-0.3528	-0.15539
250.96	-0.429371	-0.510965	-0.352763	-0.15499
250.97	-0.429227	-0.510948	-0.35279	-0.154951
250.98	-0.429292	-0.511014	-0.352871	-0.154868
250.99	-0.429315	-0.510967	-0.352667	-0.154808
251	-0.429354	-0.511041	-0.352625	-0.154736
251.01	-0.429353	-0.510795	-0.352717	-0.154679
251.02	-0.429377	-0.510906	-0.352647	-0.154465
251.03	-0.429455	-0.510695	-0.352549	-0.15451
251.04	-0.429411	-0.510702	-0.352881	-0.154463
251.05	-0.429387	-0.51066	-0.352862	-0.154476
251.06	-0.429268	-0.5107	-0.35289	-0.154378
251.07	-0.429265	-0.51048	-0.352714	-0.154343
251.08	-0.429602	-0.510597	-0.352803	-0.15432
251.09	-0.429426	-0.510436	-0.35267	-0.154391
251.1	-0.429314	-0.510436	-0.352833	-0.154192
251.11	-0.428954	-0.510604	-0.352677	-0.154023
251.12	-0.429293	-0.510557	-0.353009	-0.153839
251.13	-0.429067	-0.510455	-0.352896	-0.15372
251.14	-0.429137	-0.510464	-0.352717	-0.153667
251.15	-0.428937	-0.510366	-0.352819	-0.153753
251.16	-0.429359	-0.510336	-0.353002	-0.153417
251.17	-0.429179	-0.510045	-0.352781	-0.153378
251.18	-0.429102	-0.510214	-0.352873	-0.153409
251.19	-0.429441	-0.510225	-0.352669	-0.15324
251.2	-0.428868	-0.510247	-0.35282	-0.153099
251.21	-0.428894	-0.510031	-0.352807	-0.153032
251.22	-0.429122	-0.510146	-0.353153	-0.152818
251.23	-0.428948	-0.509923	-0.352819	-0.15281
251.24	-0.428987	-0.509928	-0.352733	-0.152735
251.25	-0.428965	-0.509679	-0.352639	-0.152714
251.26	-0.429124	-0.509815	-0.35256	-0.152403
251.27	-0.428874	-0.509845	-0.352694	-0.152598
251.28	-0.428966	-0.509759	-0.352986	-0.152444
251.29	-0.428963	-0.50958	-0.352896	-0.152517
251.3	-0.428893	-0.509758	-0.352794	-0.152273
251.31	-0.428685	-0.509653	-0.352724	-0.152331
251.32	-0.428838	-0.509678	-0.352813	-0.152284
251.33	-0.428918	-0.509538	-0.352967	-0.152258
251.34	-0.42901	-0.509865	-0.352708	-0.152018
251.35	-0.428972	-0.50965	-0.352589	-0.15185
251.36	-0.429177	-0.509604	-0.352653	-0.151912
251.37	-0.428956	-0.509348	-0.35274	-0.151861
251.38	-0.428935	-0.509344	-0.352826	-0.151604
251.39	-0.428867	-0.509306	-0.352541	-0.151404
251.4	-0.429141	-0.509405	-0.352307	-0.151194
251.41	-0.42892	-0.509275	-0.352534	-0.151019
251.42	-0.42899	-0.509641	-0.352335	-0.150831
251.43	-0.428838	-0.509194	-0.352368	-0.150935
251.44	-0.428869	-0.509225	-0.352621	-0.150978
251.45	-0.428866	-0.509113	-0.352383	-0.15105
251.46	-0.428901	-0.509147	-0.352518	-0.150989
251.47	-0.4289	-0.509124	-0.352653	-0.150607
251.48	-0.428818	-0.50914	-0.352678	-0.150799
251.49	-0.428733	-0.508896	-0.352532	-0.150732
251.5	-0.428622	-0.508901	-0.352807	-0.150441
251.51	-0.428643	-0.50885	-0.352605	-0.150349
251.52	-0.428691	-0.508931	-0.352566	-0.150125
251.53	-0.428705	-0.508494	-0.3527	-0.150269
251.54	-0.428593	-0.508627	-0.352808	-0.150068
251.55	-0.428555	-0.508513	-0.352715	-0.15006
251.56	-0.428798	-0.508741	-0.352722	-0.149898
251.57	-0.428835	-0.508543	-0.352565	-0.149934
251.58	-0.428862	-0.508648	-0.352728	-0.149817
251.59	-0.428869	-0.508309	-0.352681	-0.149809
251.6	-0.428796	-0.508504	-0.352787	-0.149604
251.61	-0.428819	-0.508303	-0.352523	-0.149674
251.62	-0.428611	-0.508276	-0.35263	-0.149402
251.63	-0.428712	-0.508259	-0.352766	-0.149414
251.64	-0.428735	-0.508337	-0.352608	-0.149142
251.65	-0.428658	-0.508345	-0.352528	-0.149113
251.66	-0.428607	-0.508452	-0.352886	-0.149112
251.67	-0.428537	-0.508218	-0.352473	-0.14906
251.68	-0.428537	-0.508323	-0.352718	-0.148991
251.69	-0.428489	-0.508068	-0.352703	-0.149054
251.7	-0.428733	-0.507976	-0.352927	-0.14883
251.71	-0.428716	-0.507898	-0.352757	-0.148562
251.72	-0.428465	-0.507861	-0.352818	-0.148549
251.73	-0.428464	-0.507607	-0.352615	-0.148438
251.74	-0.428588	-0.507662	-0.35276	-0.148449
251.75	-0.428579	-0.507434	-0.352877	-0.148221
251.76	-0.428512	-0.507876	-0.352731	-0.148183
251.77	-0.428423	-0.507836	-0.352838	-0.147952
251.78	-0.428511	-0.507371	-0.352733	-0.147766
251.79	-0.428467	-0.507251	-0.352752	-0.147812
251.8	-0.428458	-0.507209	-0.352557	-0.147893
251.81	-0.428502	-0.507105	-0.352528	-0.147841
251.82	-0.428542	-0.507328	-0.352893	-0.147765
251.83	-0.42854	-0.507194	-0.352983	-0.147565
251.84	-0.428566	-0.507116	-0.352792	-0.147345
251.85	-0.428298	-0.506982	-0.352617	-0.147274
251.86	-0.428517	-0.50706	-0.352624	-0.147118
251.87	-0.428358	-0.507008	-0.352736	-0.147195
251.88	-0.428352	-0.50706	-0.352857	-0.147102
251.89	-0.428303	-0.506739	-0.352835	-0.14707
251.9	-0.428296	-0.506633	-0.352749	-0.146761
251.91	-0.428292	-0.506441	-0.352509	-0.146889
251.92	-0.428321	-0.506548	-0.352801	-0.146695
251.93	-0.428187	-0.506545	-0.352829	-0.146665
251.94	-0.428229	-0.50666	-0.35313	-0.146459
251.95	-0.428225	-0.506243	-0.352869	-0.146279
251.96	-0.428195	-0.506418	-0.352768	-0.146147
251.97	-0.428239	-0.506074	-0.352772	-0.14637
251.98	-0.428251	-0.506205	-0.352726	-0.146171
251.99	-0.428152	-0.506064	-0.352725	-0.145856
252	-0.428245	-0.506017	-0.352626	-0.145747
252.01	-0.428127	-0.506003	-0.35269	-0.145678
252.02	-0.428274	-0.505947	-0.352672	-0.145752
252.03	-0.428197	-0.505826	-0.352942	-0.145671
252.04	-0.428246	-0.505858	-0.352847	-0.145402
252.05	-0.428223	-0.505796	-0.352899	-0.145286
252.06	-0.428395	-0.505961	-0.352843	-0.145503
252.07	-0.428055	-0.505737	-0.352741	-0.145435
252.08	-0.428128	-0.5057	-0.352751	-0.145056
252.09	-0.428146	-0.505678	-0.3525	-0.14511
252.1	-0.428084	-0.505882	-0.352226	-0.144872
252.11	-0.427889	-0.505629	-0.352551	-0.144703
252.12	-0.428115	-0.505687	-0.352701	-0.144701
252.13	-0.428033	-0.505419	-0.352604	-0.144833
252.14	-0.428045	-0.505256	-0.352629	-0.144522
252.15	-0.428003	-0.505362	-0.352516	-0.144707
252.16	-0.428155	-0.505551	-0.352717	-0.144681
252.17	-0.428075	-0.505373	-0.352445	-0.144718
252.18	-0.428157	-0.505519	-0.352564	-0.144586
252.19	-0.42792	-0.505359	-0.352582	-0.144498
252.2	-0.427889	-0.505153	-0.352615	-0.144588
252.21	-0.427829	-0.505222	-0.352648	-0.144491
252.22	-0.428058	-0.505193	-0.35289	-0.144178
252.23	-0.42793	-0.505015	-0.352609	-0.14403
252.24	-0.42801	-0.505144	-0.352724	-0.143959
252.25	-0.42791	-0.504731	-0.352618	-0.14369
252.26	-0.427898	-0.5049	-0.35269	-0.143886
252.27	-0.427811	-0.504936	-0.352618	-0.143834
252.28	-0.42799	-0.504999	-0.352854	-0.143574
252.29	-0.427857	-0.504912	-0.352774	-0.143341
252.3	-0.427773	-0.504936	-0.352702	-0.14312
252.31	-0.427688	-0.504783	-0.352823	-0.142977
252.32	-0.427819	-0.50478	-0.352851	-0.142807
252.33	-0.427814	-0.504748	-0.352613	-0.142734
252.34	-0.427825	-0.504885	-0.352531	-0.142595
252.35	-0.427773	-0.504811	-0.35255	-0.142698
252.36	-0.427783	-0.504647	-0.352466	-0.142519
252.37	-0.42782	-0.50438	-0.352457	-0.142398
252.38	-0.427915	-0.504581	-0.352547	-0.142489
252.39	-0.427819	-0.504519	-0.352621	-0.142319
252.4	-0.428027	-0.504289	-0.352438	-0.141989
252.41	-0.427919	-0.504058	-0.352589	-0.142031
252.42	-0.427875	-0.504207	-0.352692	-0.142102
252.43	-0.427868	-0.503916	-0.352616	-0.14217
252.44	-0.427616	-0.504069	-0.352692	-0.141898
252.45	-0.427591	-0.503824	-0.352448	-0.141842
252.46	-0.427722	-0.503957	-0.352616	-0.141767
252.47	-0.427631	-0.503937	-0.352476	-0.141649
252.48	-0.427601	-0.503947	-0.352466	-0.141416
252.49	-0.427554	-0.503747	-0.352575	-0.141413
252.5	-0.427673	-0.503725	-0.352566	-0.141546
252.51	-0.427668	-0.503604	-0.352325	-0.141386
252.52	-0.427747	-0.50365	-0.352556	-0.141251
252.53	-0.427728	-0.503505	-0.35238	-0.141106
252.54	-0.42771	-0.503492	-0.35261	-0.140874
252.55	-0.42764	-0.503284	-0.352466	-0.14078
252.56	-0.427687	-0.503345	-0.352199	-0.140666
252.57	-0.427667	-0.503353	-0.352255	-0.140877
252.58	-0.427753	-0.503358	-0.35243	-0.140568
252.59	-0.427756	-0.503228	-0.35247	-0.140501
252.6	-0.427612	-0.503271	-0.352458	-0.140416
252.61	-0.427375	-0.503169	-0.352455	-0.140655
252.62	-0.427634	-0.503188	-0.352771	-0.140266
252.63	-0.427564	-0.502976	-0.352609	-0.140315
252.64	-0.427617	-0.503026	-0.352316	-0.140355
252.65	-0.42749	-0.502938	-0.352306	-0.140248
252.66	-0.427525	-0.502997	-0.35244	-0.140172
252.67	-0.427555	-0.502928	-0.352247	-0.139989
252.68	-0.427591	-0.503051	-0.352313	-0.139799
252.69	-0.427528	-0.503005	-0.352291	-0.139802
252.7	-0.427428	-0.503019	-0.352198	-0.139588
252.71	-0.427356	-0.502772	-0.352022	-0.139594
252.72	-0.427391	-0.502782	-0.352466	-0.139481
252.73	-0.427377	-0.502639	-0.352419	-0.139412
252.74	-0.427343	-0.502837	-0.352335	-0.13919
252.75	-0.427325	-0.502779	-0.352172	-0.139114
252.76	-0.42738	-0.502736	-0.352389	-0.138881
252.77	-0.427205	-0.50266	-0.35224	-0.138885
252.78	-0.427394	-0.502458	-0.352661	-0.139017
252.79	-0.427487	-0.502225	-0.35266	-0.138994
252.8	-0.427181	-0.502182	-0.352364	-0.138798
252.81	-0.427204	-0.502116	-0.352394	-0.138982
252.82	-0.427452	-0.502243	-0.352526	-0.138641
252.83	-0.427538	-0.502117	-0.352504	-0.138494
252.84	-0.427387	-0.501998	-0.352358	-0.138314
252.85	-0.427359	-0.50201	-0.352304	-0.138263
252.86	-0.427396	-0.501965	-0.352436	-0.138017
252.87	-0.427396	-0.501743	-0.352383	-0.137971
252.88	-0.427301	-0.501919	-0.352602	-0.137999
252.89	-0.427422	-0.501876	-0.352549	-0.137824
252.9	-0.427258	-0.501869	-0.35258	-0.137509
252.91	-0.427288	-0.50173	-0.35249	-0.137542
252.92	-0.427335	-0.501873	-0.352419	-0.137438
252.93	-0.427358	-0.501803	-0.352298	-0.137295
252.94	-0.427362	-0.501764	-0.352248	-0.137142
252.95	-0.42714	-0.501641	-0.3522	-0.137111
252.96	-0.427142	-0.501663	-0.352358	-0.137159
252.97	-0.427182	-0.501375	-0.352412	-0.137155
252.98	-0.427227	-0.501477	-0.352134	-0.136996
252.99	-0.427231	-0.501393	-0.352177	-0.136878
253	-0.426998	-0.501502	-0.352115	-0.136626
253.01	-0.426995	-0.501372	-0.35201	-0.136454
253.02	-0.427333	-0.501409	-0.35227	-0.136609
253.03	-0.427116	-0.501135	-0.352267	-0.136306
253.04	-0.427102	-0.501139	-0.352456	-0.136188
253.05	-0.427025	-0.501001	-0.352215	-0.136013
253.06	-0.427208	-0.501141	-0.352396	-0.136089
253.07	-0.427017	-0.50107	-0.352437	-0.136023
253.08	-0.426932	-0.501096	-0.352787	-0.135733
253.09	-0.426981	-0.500947	-0.352739	-0.135703
253.1	-0.426702	-0.501026	-0.352347	-0.135411
253.11	-0.426826	-0.500867	-0.352553	-0.135445
253.12	-0.426911	-0.500993	-0.352563	-0.135494
253.13	-0.427014	-0.500792	-0.352453	-0.135338
253.14	-0.426956	-0.500738	-0.352767	-0.135322
253.15	-0.426924	-0.500739	-0.352477	-0.135284
253.16	-0.42698	-0.500794	-0.352582	-0.135255
253.17	-0.427034	-0.500699	-0.35248	-0.13526
253.18	-0.426952	-0.50063	-0.352146	-0.135138
253.19	-0.42705	-0.500547	-0.352362	-0.135017
253.2	-0.426945	-0.500516	-0.352586	-0.134949
253.21	-0.426976	-0.500449	-0.35238	-0.134906
253.22	-0.427003	-0.500565	-0.352511	-0.134729
253.23	-0.426942	-0.500523	-0.352499	-0.13454
253.24	-0.426728	-0.500372	-0.352594	-0.134414
253.25	-0.42671	-0.50031	-0.352535	-0.134427
253.26	-0.426793	-0.500314	-0.352774	-0.134401
253.27	-0.426749	-0.5002	-0.352622	-0.13439
253.28	-0.426948	-0.500187	-0.352574	-0.13427
253.29	-0.426957	-0.500268	-0.352627	-0.134258
253.3	-0.426774	-0.500072	-0.352419	-0.134078
253.31	-0.4267	-0.500255	-0.352497	-0.133834
253.32	-0.426824	-0.500098	-0.352403	-0.133757
253.33	-0.426894	-0.499857	-0.352413	-0.133636
253.34	-0.427003	-0.500008	-0.352707	-0.133657
253.35	-0.426912	-0.499829	-0.352561	-0.133357
253.36	-0.426923	-0.499963	-0.352599	-0.133372
253.37	-0.426982	-0.499953	-0.3526	-0.133131
253.38	-0.426782	-0.499942	-0.352617	-0.133101
253.39	-0.426736	-0.499912	-0.352558	-0.132987
253.4	-0.426746	-0.499733	-0.35274	-0.132936
253.41	-0.426761	-0.499568	-0.352557	-0.132755
253.42	-0.426862	-0.499665	-0.352462	-0.132681
253.43	-0.426746	-0.499714	-0.35242	-0.132666
253.44	-0.426481	-0.499661	-0.352693	-0.132595
253.45	-0.426659	-0.499629	-0.352483	-0.132641
253.46	-0.426542	-0.499496	-0.35274	-0.132412
253.47	-0.426521	-0.499055	-0.352684	-0.132191
253.48	-0.426379	-0.498946	-0.352772	-0.132204
253.49	-0.426245	-0.498809	-0.352734	-0.132234
253.5	-0.426273	-0.498744	-0.352514	-0.132196
253.51	-0.426213	-0.498714	-0.352575	-0.132132
253.52	-0.426248	-0.498767	-0.352898	-0.132089
253.53	-0.426204	-0.498767	-0.352834	-0.131893
253.54	-0.426283	-0.498702	-0.352868	-0.131739
253.55	-0.426221	-0.498637	-0.352662	-0.131918
253.56	-0.426533	-0.498472	-0.352479	-0.131567
253.57	-0.426284	-0.498557	-0.352217	-0.131526
253.58	-0.426276	-0.498531	-0.352492	-0.131254
253.59	-0.426274	-0.498468	-0.352524	-0.131167
253.6	-0.426175	-0.498545	-0.352878	-0.131177
253.61	-0.426225	-0.498442	-0.352582	-0.131206
253.62	-0.426127	-0.498464	-0.352673	-0.131095
253.63	-0.426259	-0.498456	-0.352705	-0.131186
253.64	-0.426305	-0.498451	-0.352836	-0.131086
253.65	-0.426089	-0.498371	-0.352683	-0.13105
253.66	-0.426024	-0.498311	-0.352426	-0.130841
253.67	-0.42603	-0.498248	-0.352567	-0.130714
253.68	-0.426029	-0.498384	-0.352597	-0.130569
253.69	-0.425924	-0.498346	-0.35261	-0.130537
253.7	-0.42605	-0.498219	-0.352529	-0.130468
253.71	-0.425941	-0.498215	-0.352556	-0.130291
253.72	-0.426092	-0.498405	-0.352633	-0.130206
253.73	-0.425891	-0.498155	-0.352423	-0.130188
253.74	-0.426006	-0.498051	-0.352584	-0.130024
253.75	-0.426103	-0.498121	-0.352346	-0.129816
253.76	-0.425961	-0.498178	-0.352452	-0.129828
253.77	-0.426027	-0.49825	-0.352424	-0.129618
253.78	-0.425992	-0.498058	-0.352534	-0.129716
253.79	-0.426074	-0.497889	-0.352421	-0.129611
253.8	-0.42584	-0.49783	-0.352429	-0.129521
253.81	-0.425709	-0.497974	-0.352455	-0.129483
253.82	-0.425873	-0.497999	-0.352427	-0.129181
253.83	-0.425958	-0.497899	-0.352402	-0.129154
253.84	-0.426058	-0.497783	-0.352472	-0.128992
253.85	-0.425921	-0.497671	-0.352441	-0.12889
253.86	-0.425896	-0.497751	-0.352872	-0.128987
253.87	-0.425824	-0.497626	-0.35273	-0.128704
253.88	-0.425999	-0.497801	-0.352773	-0.128373
253.89	-0.425822	-0.497447	-0.352645	-0.128347
253.9	-0.42581	-0.497308	-0.352672	-0.128273
253.91	-0.425842	-0.497075	-0.352398	-0.128204
253.92	-0.425733	-0.497174	-0.352412	-0.128113
253.93	-0.425737	-0.497125	-0.352421	-0.128102
253.94	-0.425847	-0.497153	-0.352557	-0.128316
253.95	-0.425883	-0.497114	-0.352518	-0.128119
253.96	-0.425749	-0.497048	-0.352674	-0.127995
253.97	-0.425787	-0.497159	-0.352642	-0.127843
253.98	-0.425771	-0.497376	-0.352664	-0.127811
253.99	-0.425862	-0.497119	-0.352717	-0.127841
254	-0.425673	-0.497079	-0.352414	-0.127509
254.01	-0.425625	-0.496914	-0.35228	-0.127317
254.02	-0.425745	-0.497018	-0.352725	-0.127184
254.03	-0.425649	-0.496883	-0.352679	-0.127014
254.04	-0.425707	-0.496957	-0.352641	-0.127225
254.05	-0.425578	-0.496722	-0.352405	-0.127291
254.06	-0.425457	-0.496524	-0.352372	-0.126765
254.07	-0.425574	-0.496576	-0.352468	-0.126984
254.08	-0.425712	-0.496588	-0.353016	-0.127117
254.09	-0.425694	-0.496467	-0.352589	-0.127112
254.1	-0.425452	-0.496449	-0.352463	-0.126625
254.11	-0.42556	-0.496414	-0.352492	-0.126595
254.12	-0.425478	-0.49643	-0.352483	-0.126653
254.13	-0.425551	-0.496315	-0.352402	-0.126664
254.14	-0.425736	-0.496246	-0.352547	-0.126392
254.15	-0.425758	-0.496174	-0.352494	-0.126267
254.16	-0.425709	-0.496137	-0.352613	-0.126052
254.17	-0.425637	-0.496285	-0.352491	-0.125987
254.18	-0.425405	-0.495928	-0.352425	-0.125897
254.19	-0.425498	-0.495892	-0.352405	-0.125837
254.2	-0.4256	-0.496202	-0.352688	-0.125749
254.21	-0.425681	-0.496101	-0.352656	-0.12568
254.22	-0.425469	-0.496021	-0.352584	-0.125675
254.23	-0.425444	-0.495815	-0.352447	-0.125708
254.24	-0.425561	-0.495941	-0.352758	-0.12544
254.25	-0.425466	-0.495908	-0.3525	-0.125409
254.26	-0.425403	-0.495942	-0.352448	-0.125129
254.27	-0.425479	-0.495852	-0.352622	-0.125165
254.28	-0.425417	-0.496034	-0.352888	-0.125039
254.29	-0.425313	-0.495833	-0.352755	-0.125017
254.3	-0.425414	-0.495762	-0.352863	-0.124963
254.31	-0.425241	-0.495544	-0.352824	-0.124951
254.32	-0.425233	-0.495747	-0.352865	-0.124757
