Time	E1_L08.1PG_Col0	E2_L13.1	E3_L08.2PG_example1	E4_L13.2
4.62	-0.00718069	-0.00459578	0.0240811	0.00560768
4.63	-0.00717427	-0.00478848	0.0239884	0.00555445
4.64	-0.00717672	-0.00455807	0.0241815	0.00537413
4.65	-0.00717201	-0.00484859	0.0242102	0.00528225
4.66	-0.007119	-0.00462932	0.0242392	0.00549062
4.67	-0.00707504	-0.00464237	0.0241627	0.00549044
4.68	-0.00683671	-0.00457813	0.0242915	0.00555881
4.69	-0.00721681	-0.00471951	0.0239741	0.00552878
4.7	-0.00723175	-0.00472653	0.0241789	0.00533285
4.71	-0.00720528	-0.00483262	0.0241885	0.00526768
4.72	-0.00720053	-0.00475195	0.024663	0.00535905
4.73	-0.00720785	-0.00497461	0.0243405	0.00551097
4.74	-0.00723618	-0.00476618	0.0246177	0.00521578
4.75	-0.00721786	-0.00487569	0.0244819	0.00531326
4.76	-0.00709443	-0.00482238	0.024625	0.00537075
4.77	-0.00708831	-0.00475063	0.0245484	0.00549006
4.78	-0.0068559	-0.00444192	0.0247509	0.00544452
4.79	-0.00719447	-0.00484617	0.0245876	0.0054067
4.8	-0.00714907	-0.00478858	0.0248032	0.0054358
4.81	-0.00720398	-0.00488266	0.0246708	0.0055288
4.82	-0.00701842	-0.00466168	0.0248541	0.00525645
4.83	-0.00709111	-0.00480584	0.024635	0.00547266
4.84	-0.00714273	-0.0046952	0.0248448	0.00542314
4.85	-0.00725465	-0.00465153	0.0247427	0.00553503
4.86	-0.007196	-0.00454852	0.0247576	0.00527644
4.87	-0.0072125	-0.00471218	0.0244519	0.005508
4.88	-0.00702946	-0.00469067	0.0248815	0.00545389
4.89	-0.0072676	-0.00467294	0.0248469	0.00539184
4.9	-0.00729054	-0.00462702	0.0249759	0.00523195
4.91	-0.00736675	-0.00468761	0.0245502	0.0054691
4.92	-0.00705452	-0.00442596	0.0247012	0.00531376
4.93	-0.00717277	-0.00452985	0.0245055	0.00530229
4.94	-0.00721067	-0.00458748	0.0247613	0.00534223
4.95	-0.00717771	-0.00468569	0.0246693	0.00547405
4.96	-0.00706813	-0.00467341	0.0248037	0.00532367
4.97	-0.00725335	-0.00465793	0.024649	0.00544236
4.98	-0.00690752	-0.00466245	0.0248763	0.00530826
4.99	-0.00707867	-0.00474293	0.0245473	0.00560831
5	-0.0069889	-0.00475837	0.024584	0.00526976
5.01	-0.00719015	-0.00485929	0.0242885	0.00541125
5.02	-0.00700407	-0.00474962	0.0246294	0.00537438
5.03	-0.00714691	-0.00486149	0.0243666	0.005398
5.04	-0.00687003	-0.00468853	0.0245393	0.00522036
5.05	-0.00708421	-0.00475787	0.0243365	0.00549071
5.06	-0.00721475	-0.00451262	0.0245399	0.00528619
5.07	-0.00724921	-0.00474669	0.0242657	0.00562946
5.08	-0.00716246	-0.00484494	0.0243703	0.0053265
5.09	-0.00719111	-0.00483977	0.0244129	0.0053225
5.1	-0.00705072	-0.00467865	0.0246344	0.00522809
5.11	-0.00724861	-0.00487598	0.0245361	0.00533026
5.12	-0.00701714	-0.004788	0.0244941	0.0053111
5.13	-0.00707145	-0.00486193	0.0245307	0.00542027
5.14	-0.00697713	-0.00502867	0.0245089	0.00521193
5.15	-0.00712503	-0.00498075	0.0244533	0.00519791
5.16	-0.00709428	-0.00474239	0.0244693	0.00523718
5.17	-0.00721885	-0.00471368	0.0240749	0.00519079
5.18	-0.00708961	-0.00471596	0.0242173	0.00524201
5.19	-0.00718671	-0.00488319	0.0237148	0.00547488
5.2	-0.00702147	-0.00475626	0.0236931	0.00540426
5.21	-0.00718567	-0.00494432	0.0233121	0.00521107
5.22	-0.00707478	-0.00486485	0.0233692	0.0054001
5.23	-0.00714692	-0.00486897	0.0231495	0.00545483
5.24	-0.00701666	-0.00468341	0.02297	0.00545371
5.25	-0.00699202	-0.00491848	0.0222215	0.00544138
5.26	-0.00710968	-0.00472459	0.0222698	0.00540277
5.27	-0.006929	-0.00486628	0.0222185	0.00552225
5.28	-0.00681397	-0.00456667	0.0221593	0.00549155
5.29	-0.0070613	-0.00461701	0.0219571	0.00523852
5.3	-0.0068757	-0.00461947	0.021716	0.00523253
5.31	-0.00710514	-0.00483896	0.0210685	0.00539326
5.32	-0.00696054	-0.0048433	0.0209854	0.00546602
5.33	-0.00705379	-0.00496726	0.0205388	0.00543194
5.34	-0.00698023	-0.00480456	0.0202848	0.00527367
5.35	-0.00702651	-0.00486442	0.0198742	0.00537982
5.36	-0.00699697	-0.0046517	0.0196638	0.00505898
5.37	-0.00729841	-0.00485457	0.0188101	0.00512641
5.38	-0.00716132	-0.00469507	0.0179559	0.00517116
5.39	-0.00710658	-0.00507138	0.0167178	0.00540566
5.4	-0.00696764	-0.00501127	0.0161173	0.00528032
5.41	-0.00704479	-0.00504916	0.0151885	0.0052075
5.42	-0.00687916	-0.00494376	0.014745	0.00510536
5.43	-0.00691209	-0.00502223	0.0140013	0.00535817
5.44	-0.00687772	-0.00491158	0.0135833	0.00518365
5.45	-0.00704244	-0.0050338	0.0127881	0.00512551
5.46	-0.00683712	-0.00479641	0.0126278	0.00498231
5.47	-0.00706717	-0.00486384	0.0125039	0.00533001
5.48	-0.00681033	-0.00487272	0.0124208	0.00513477
5.49	-0.0068684	-0.004984	0.0117025	0.0053356
5.5	-0.00674193	-0.00500892	0.0114132	0.00525253
5.51	-0.00702717	-0.00493164	0.0110296	0.00506358
5.52	-0.00681853	-0.00469607	0.0109195	0.00491064
5.53	-0.00687392	-0.00476092	0.0106793	0.00513166
5.54	-0.00683299	-0.0047488	0.0105839	0.0052973
5.55	-0.006813	-0.00474842	0.0102093	0.00514827
5.56	-0.00650795	-0.00450625	0.00994791	0.00498288
5.57	-0.00673089	-0.00445963	0.00991152	0.00518045
5.58	-0.00659964	-0.00460225	0.00997023	0.00513869
5.59	-0.00653792	-0.00481159	0.00976947	0.00512336
5.6	-0.00647419	-0.00470828	0.0097695	0.00497454
5.61	-0.00685525	-0.00475872	0.00946216	0.00479086
5.62	-0.00664128	-0.00465296	0.00958177	0.00483078
5.63	-0.00691134	-0.00468683	0.00929096	0.00494073
5.64	-0.00681652	-0.00469374	0.0093249	0.0048632
5.65	-0.00695865	-0.00501407	0.0091383	0.00485623
5.66	-0.00680777	-0.00486204	0.00903747	0.00481886
5.67	-0.00703942	-0.00482751	0.00867057	0.00521507
5.68	-0.00693334	-0.00463515	0.00862148	0.00510131
5.69	-0.00685998	-0.0048956	0.00831622	0.00511413
5.7	-0.00681384	-0.00484385	0.00815113	0.00488092
5.71	-0.00689404	-0.00488377	0.00790152	0.0052055
5.72	-0.0065253	-0.00494696	0.00792695	0.00529405
5.73	-0.00673044	-0.00486373	0.00745506	0.00539711
5.74	-0.00672519	-0.00477081	0.00756713	0.00525821
5.75	-0.00675207	-0.00497649	0.0074234	0.00529731
5.76	-0.00674089	-0.00477517	0.00749848	0.00499606
5.77	-0.00684018	-0.00493781	0.00729669	0.0049716
5.78	-0.00675432	-0.00474459	0.00744777	0.00476598
5.79	-0.00672824	-0.00499314	0.00748333	0.0050618
5.8	-0.00672045	-0.00479039	0.007334	0.00501931
5.81	-0.00675241	-0.00487195	0.00711185	0.00518033
5.82	-0.00667853	-0.00498303	0.00708309	0.00497676
5.83	-0.00692308	-0.00508268	0.00695173	0.00495286
5.84	-0.00680692	-0.0048228	0.00699279	0.0049626
5.85	-0.00699419	-0.0049422	0.0068843	0.00510111
5.86	-0.0068401	-0.00488939	0.00695429	0.00517412
5.87	-0.00695898	-0.00510881	0.0067467	0.0052703
5.88	-0.00683897	-0.0049355	0.00699339	0.00504594
5.89	-0.00686958	-0.00504698	0.00715355	0.0051983
5.9	-0.00703783	-0.00498862	0.00701028	0.00512923
5.91	-0.00714174	-0.00492746	0.00722083	0.00484595
5.92	-0.00700602	-0.004875	0.0073299	0.00485875
5.93	-0.00704928	-0.00489487	0.00701953	0.00509018
5.94	-0.00691385	-0.00477791	0.00709054	0.00491494
5.95	-0.00706305	-0.00506368	0.00725146	0.00482551
5.96	-0.00695353	-0.00485616	0.00729846	0.00486126
5.97	-0.00696375	-0.00499585	0.00738464	0.00512397
5.98	-0.00697209	-0.00475382	0.00739146	0.00492065
5.99	-0.00694948	-0.00461664	0.00766793	0.0052869
6	-0.00695102	-0.00480732	0.00769129	0.00516292
6.01	-0.00724038	-0.00484042	0.00770729	0.00511146
6.02	-0.00720328	-0.004729	0.00758268	0.00522086
6.03	-0.00721537	-0.0047047	0.00761879	0.005262
6.04	-0.0072247	-0.00456748	0.00776517	0.0052894
6.05	-0.00724795	-0.00499335	0.0079145	0.00521953
6.06	-0.00719705	-0.0049447	0.00802741	0.0050807
6.07	-0.00731399	-0.00505648	0.00781408	0.00524247
6.08	-0.00719633	-0.00497261	0.00807789	0.00531275
6.09	-0.00690416	-0.00496469	0.00826504	0.00534493
6.1	-0.0066825	-0.0048815	0.00843901	0.00533361
6.11	-0.00696306	-0.00514176	0.00843107	0.00526887
6.12	-0.00669794	-0.00500097	0.00858379	0.00516085
6.13	-0.00685723	-0.00508629	0.0082374	0.00544696
6.14	-0.00673551	-0.0049783	0.00842247	0.00525932
6.15	-0.00694453	-0.00508173	0.00842166	0.00511153
6.16	-0.00675644	-0.00491031	0.00865232	0.00520487
6.17	-0.00694236	-0.00505649	0.00872969	0.00534786
6.18	-0.00680311	-0.00484726	0.00882374	0.00529763
6.19	-0.00681791	-0.00491297	0.00897708	0.00546723
6.2	-0.00681568	-0.00490549	0.00879334	0.00557492
6.21	-0.0070221	-0.0051053	0.00869009	0.00538018
6.22	-0.00695556	-0.00494551	0.00890762	0.00528627
6.23	-0.00702707	-0.00531392	0.00880276	0.00536704
6.24	-0.00693803	-0.00512316	0.00882092	0.00528783
6.25	-0.00695604	-0.00522863	0.00876557	0.00534528
6.26	-0.0068221	-0.00520688	0.0090782	0.00525762
6.27	-0.00710803	-0.00528211	0.00860517	0.00531328
6.28	-0.00703344	-0.00519101	0.00846966	0.00528589
6.29	-0.00688578	-0.00504442	0.00842887	0.00553534
6.3	-0.00664807	-0.00492708	0.00848398	0.00533281
6.31	-0.00690319	-0.00495271	0.00840124	0.00529585
6.32	-0.00691077	-0.0048037	0.00835561	0.00522545
6.33	-0.00702975	-0.00505874	0.00846092	0.00529955
6.34	-0.00704308	-0.00482715	0.00852002	0.00535153
6.35	-0.00702113	-0.00487001	0.00853132	0.00542071
6.36	-0.00695073	-0.00497542	0.00836295	0.00539403
6.37	-0.00714243	-0.0050782	0.00840471	0.00544663
6.38	-0.00696082	-0.00481706	0.00847311	0.00533005
6.39	-0.00695659	-0.00492928	0.00878556	0.00523752
6.4	-0.00660172	-0.00503926	0.00864011	0.00525538
6.41	-0.00689889	-0.00526318	0.00848276	0.00546416
6.42	-0.00664656	-0.00489002	0.00847145	0.00541452
6.43	-0.00675926	-0.00505582	0.00837659	0.00536165
6.44	-0.00670518	-0.00479665	0.00848747	0.00537729
6.45	-0.0068042	-0.00489996	0.0082705	0.00548098
6.46	-0.00656397	-0.00474418	0.00795491	0.00529988
6.47	-0.00664359	-0.00495759	0.00806273	0.0054236
6.48	-0.00661299	-0.00483647	0.00820366	0.00539701
6.49	-0.00666151	-0.00486288	0.00800646	0.00539976
6.5	-0.00652825	-0.00475456	0.00789067	0.00536465
6.51	-0.00657609	-0.00497835	0.00804934	0.00547274
6.52	-0.00670226	-0.00481916	0.00814687	0.00539898
6.53	-0.00674204	-0.00489408	0.00821805	0.00561496
6.54	-0.00664061	-0.00485156	0.00824091	0.00553791
6.55	-0.00670625	-0.00482532	0.00830634	0.0057113
6.56	-0.00666422	-0.00501946	0.00819247	0.00549456
6.57	-0.00681051	-0.00500151	0.00819497	0.00548858
6.58	-0.00667916	-0.00482134	0.00807065	0.00548041
6.59	-0.00674263	-0.00472138	0.00837027	0.00554366
6.6	-0.00666614	-0.00472279	0.00848689	0.00532921
6.61	-0.00675957	-0.00483402	0.0083853	0.0055314
6.62	-0.00662292	-0.00488755	0.00818334	0.00533536
6.63	-0.00681519	-0.00506921	0.00806224	0.00551197
6.64	-0.00666688	-0.00479576	0.00836844	0.00555527
6.65	-0.00680481	-0.00489249	0.00812271	0.00551786
6.66	-0.00667668	-0.0047545	0.00812363	0.00540461
6.67	-0.00688765	-0.00486907	0.00811551	0.00523516
6.68	-0.00666786	-0.00476853	0.00817531	0.00538494
6.69	-0.00659842	-0.00479652	0.00812353	0.00543998
6.7	-0.00659102	-0.00483238	0.00820649	0.00536372
6.71	-0.00659542	-0.00487264	0.00817479	0.00547085
6.72	-0.00671007	-0.00485065	0.0082195	0.00541535
6.73	-0.00683526	-0.0048766	0.00811267	0.00551443
6.74	-0.00660948	-0.00488471	0.00819541	0.00557403
6.75	-0.00670537	-0.00480375	0.00792844	0.00534387
6.76	-0.00668967	-0.00478762	0.00799954	0.00534448
6.77	-0.00659567	-0.00485725	0.00792163	0.00546169
6.78	-0.00654143	-0.00476928	0.00806994	0.00527602
6.79	-0.00656909	-0.00461118	0.00803849	0.00538411
6.8	-0.00656379	-0.0047675	0.00795149	0.00539046
6.81	-0.00685944	-0.00485836	0.00781547	0.00540016
6.82	-0.00672654	-0.00479606	0.00787401	0.00516445
6.83	-0.00678512	-0.00485767	0.00755048	0.00530128
6.84	-0.00659698	-0.00481786	0.00779193	0.00530868
6.85	-0.0067712	-0.00492669	0.00784377	0.00518888
6.86	-0.00664365	-0.0048518	0.00796794	0.00519419
6.87	-0.00658153	-0.00500558	0.00772469	0.0051349
6.88	-0.00674738	-0.00477071	0.0079431	0.00525736
6.89	-0.00677515	-0.00473854	0.00824202	0.00535043
6.9	-0.00668789	-0.00468701	0.00799467	0.00516762
6.91	-0.00668948	-0.00481867	0.00772242	0.0051965
6.92	-0.00676704	-0.00479596	0.00782673	0.00519407
6.93	-0.00682866	-0.00482306	0.00776994	0.00530447
6.94	-0.00657013	-0.00476995	0.0081161	0.00539639
6.95	-0.00657458	-0.00469196	0.00767138	0.00515686
6.96	-0.0066602	-0.00471102	0.00781126	0.0050725
6.97	-0.00673039	-0.00477592	0.00773098	0.00511537
6.98	-0.00661928	-0.00479484	0.00785273	0.00519745
6.99	-0.00654689	-0.00476546	0.00789144	0.00494654
7	-0.00641278	-0.00464352	0.00814675	0.0051421
7.01	-0.00645228	-0.0049047	0.00818095	0.00513287
7.02	-0.00643131	-0.00479152	0.00819539	0.00494725
7.03	-0.00648879	-0.00487302	0.00788504	0.00483164
7.04	-0.00641851	-0.00471336	0.00810521	0.0050212
7.05	-0.00645188	-0.00490666	0.00776513	0.0050413
7.06	-0.00648002	-0.00495948	0.00799265	0.00503382
7.07	-0.00648916	-0.00487221	0.00788604	0.00518707
7.08	-0.00642741	-0.00469759	0.00809949	0.00515213
7.09	-0.00642426	-0.00481925	0.00817859	0.00526979
7.1	-0.00623755	-0.00471563	0.00810746	0.0052181
7.11	-0.00634995	-0.00485617	0.00793102	0.00537499
7.12	-0.00635947	-0.00479448	0.00799682	0.00523426
7.13	-0.00646733	-0.00473037	0.00795049	0.00537361
7.14	-0.00646579	-0.00468157	0.00803683	0.0053914
7.15	-0.00635819	-0.00480128	0.00823209	0.00548447
7.16	-0.00638545	-0.00474809	0.00815707	0.00543674
7.17	-0.00652999	-0.00464699	0.00813312	0.00537603
7.18	-0.00645942	-0.00462187	0.00811715	0.00541923
7.19	-0.00635667	-0.0044573	0.00823762	0.00535137
7.2	-0.00639876	-0.0045776	0.00854965	0.00532139
7.21	-0.00660028	-0.00462876	0.00870112	0.00525529
7.22	-0.00655231	-0.00452862	0.00850112	0.00522799
7.23	-0.00649086	-0.00475405	0.00847178	0.0052175
7.24	-0.00635034	-0.00461642	0.00875639	0.00537582
7.25	-0.00649603	-0.00457084	0.00883353	0.00532424
7.26	-0.00646972	-0.00470783	0.00895354	0.00528063
7.27	-0.00648445	-0.00478062	0.008595	0.00531228
7.28	-0.00659219	-0.00463401	0.00890506	0.00532916
7.29	-0.00643664	-0.00464506	0.00916175	0.00543942
7.3	-0.00637792	-0.00470953	0.00917653	0.00537707
7.31	-0.00647095	-0.00489201	0.00934598	0.0054992
7.32	-0.00670772	-0.00485134	0.00903452	0.00526201
7.33	-0.00660586	-0.00481025	0.00929445	0.00538016
7.34	-0.00648559	-0.00474296	0.00922667	0.00528709
7.35	-0.00647929	-0.0050164	0.00913233	0.00521613
7.36	-0.00644014	-0.00497477	0.00917698	0.00532983
7.37	-0.00647219	-0.00487897	0.00897472	0.00521638
7.38	-0.00643813	-0.00496732	0.00890948	0.00537697
7.39	-0.00637804	-0.00507487	0.00898237	0.0053058
7.4	-0.00641389	-0.00503748	0.00889453	0.00538502
7.41	-0.00661193	-0.00514914	0.00872657	0.00528416
7.42	-0.00652675	-0.00482396	0.00872317	0.00518828
7.43	-0.0064405	-0.00500374	0.00878763	0.00526895
7.44	-0.00646733	-0.00489383	0.0088542	0.00534485
7.45	-0.00627862	-0.00494264	0.00885434	0.00526569
7.46	-0.00635312	-0.00502657	0.00899657	0.00526865
7.47	-0.0063434	-0.0052451	0.0086775	0.00530748
7.48	-0.00639741	-0.0051551	0.0085432	0.00543999
7.49	-0.00641025	-0.00500969	0.0087039	0.00542461
7.5	-0.00617624	-0.00488804	0.00869211	0.00529234
7.51	-0.00627263	-0.00481731	0.00907562	0.00565754
7.52	-0.00639219	-0.00484905	0.00898192	0.00560453
7.53	-0.00641838	-0.00501347	0.00881854	0.00555809
7.54	-0.0063502	-0.00495563	0.00871208	0.00527042
7.55	-0.00631034	-0.00508621	0.00858883	0.005246
7.56	-0.00647705	-0.0049583	0.00866587	0.0051399
7.57	-0.0066427	-0.00498422	0.00841107	0.00514198
7.58	-0.00653712	-0.0049086	0.00857071	0.00526941
7.59	-0.0064887	-0.00493574	0.00881966	0.0053443
7.6	-0.00627561	-0.0048562	0.00888287	0.00521328
7.61	-0.00636759	-0.00495343	0.00899982	0.00508488
7.62	-0.00646926	-0.00482504	0.00870933	0.0051381
7.63	-0.00664582	-0.00496331	0.00864184	0.00499558
7.64	-0.0064827	-0.00480229	0.00857879	0.00513314
7.65	-0.00643161	-0.00498107	0.00848051	0.00520665
7.66	-0.0065464	-0.00478834	0.00862923	0.00501523
7.67	-0.00646841	-0.00499338	0.00881116	0.00523847
7.68	-0.00647697	-0.00478108	0.00881188	0.00497103
7.69	-0.00627805	-0.00462345	0.0088584	0.00513573
7.7	-0.00641382	-0.00482931	0.00875192	0.00524287
7.71	-0.00632745	-0.00483577	0.00912888	0.00523542
7.72	-0.00646523	-0.00481168	0.00906384	0.00504555
7.73	-0.00641902	-0.00495404	0.00907422	0.00529741
7.74	-0.00653136	-0.00486362	0.00895278	0.00523057
7.75	-0.00643671	-0.00474851	0.00899925	0.00548285
7.76	-0.00632505	-0.00470294	0.00907789	0.00547004
7.77	-0.00631226	-0.00472387	0.00900753	0.00526927
7.78	-0.00639959	-0.00455996	0.00896907	0.00521776
7.79	-0.00629621	-0.00472184	0.00913703	0.00536904
7.8	-0.00630545	-0.00488655	0.00912611	0.00512717
7.81	-0.00621752	-0.00481053	0.0092285	0.00532775
7.82	-0.00629197	-0.00474801	0.00884807	0.00530676
7.83	-0.00653388	-0.00486036	0.008817	0.00523785
7.84	-0.00647238	-0.00480738	0.00878715	0.00542139
7.85	-0.00646222	-0.00482184	0.00876709	0.00556565
7.86	-0.00645817	-0.00480163	0.00878465	0.00546656
7.87	-0.00657955	-0.00489393	0.00884425	0.00525506
7.88	-0.0065032	-0.00486971	0.00886723	0.00510108
7.89	-0.0063904	-0.00505715	0.00897311	0.00545876
7.9	-0.00629235	-0.0049323	0.00866187	0.00521789
7.91	-0.00621362	-0.00481229	0.00889401	0.00517557
7.92	-0.00635455	-0.00484989	0.00895687	0.0051949
7.93	-0.00658481	-0.00510581	0.00872862	0.00527692
7.94	-0.00649869	-0.0049386	0.00875897	0.00517202
7.95	-0.00645245	-0.00496349	0.0085878	0.00501325
7.96	-0.00638726	-0.00504899	0.00875581	0.0051816
7.97	-0.00643446	-0.00516162	0.00890238	0.00498996
7.98	-0.00651294	-0.00506614	0.00878356	0.00498267
7.99	-0.0064767	-0.00510756	0.00887578	0.00525047
8	-0.00642905	-0.00521823	0.00867488	0.00495691
8.01	-0.00645378	-0.00511939	0.00898697	0.00515291
8.02	-0.00665163	-0.00508487	0.00889714	0.00492334
8.03	-0.00660957	-0.00521226	0.00875654	0.00474212
8.04	-0.00650111	-0.0049939	0.00862605	0.00484052
8.05	-0.0066085	-0.0050738	0.00873528	0.00483179
8.06	-0.00649854	-0.00504013	0.00889494	0.00470362
8.07	-0.00659026	-0.00515551	0.00884095	0.00458443
8.08	-0.00637856	-0.00479668	0.00877056	0.00479868
8.09	-0.0064504	-0.00490476	0.00879579	0.00490265
8.1	-0.0064092	-0.0048978	0.00868043	0.00485804
8.11	-0.00636856	-0.00490253	0.00890639	0.00502198
8.12	-0.00639714	-0.00482507	0.00882581	0.00496342
8.13	-0.00631921	-0.00502075	0.00897048	0.00480016
8.14	-0.00642743	-0.00503551	0.00898474	0.00446143
8.15	-0.00631155	-0.0051348	0.00883751	0.00457044
8.16	-0.0063284	-0.00491013	0.00874595	0.0045581
8.17	-0.00633206	-0.00496587	0.00900806	0.00449749
8.18	-0.00633708	-0.00492353	0.00876071	0.00440768
8.19	-0.00625148	-0.00485276	0.00891609	0.00427485
8.2	-0.00628757	-0.00486774	0.00880401	0.00447535
8.21	-0.0062367	-0.00496751	0.0088321	0.00453985
8.22	-0.00636947	-0.00485866	0.00867658	0.00446811
8.23	-0.00619734	-0.00476409	0.00872234	0.004449
8.24	-0.00634277	-0.00491088	0.00885735	0.00437589
8.25	-0.00634331	-0.00503025	0.00889939	0.00431376
8.26	-0.00637125	-0.00489662	0.00898794	0.00446879
8.27	-0.00639172	-0.00494148	0.00884876	0.0046644
8.28	-0.00640219	-0.00493441	0.00887302	0.00458139
8.29	-0.0064128	-0.00508639	0.00894274	0.00438584
8.3	-0.00627403	-0.00499959	0.00885446	0.00463474
8.31	-0.00629319	-0.00500743	0.00893365	0.00471967
8.32	-0.00626746	-0.00505306	0.0087132	0.00470621
8.33	-0.00637381	-0.00503811	0.00873761	0.00456676
8.34	-0.00622341	-0.00504877	0.0088264	0.00448158
8.35	-0.00628508	-0.00495735	0.00883566	0.00432783
8.36	-0.00627181	-0.00481001	0.00893249	0.00439605
8.37	-0.00639238	-0.00490521	0.00885804	0.00440417
8.38	-0.00642065	-0.00510253	0.00891625	0.00452749
8.39	-0.0065842	-0.00505681	0.00861433	0.00465134
8.4	-0.00654548	-0.00510061	0.00873099	0.0045981
8.41	-0.00617965	-0.00514534	0.00882097	0.00471009
8.42	-0.00639147	-0.00515093	0.00883199	0.00470196
8.43	-0.00629436	-0.00507193	0.00874963	0.00449588
8.44	-0.00636482	-0.00524677	0.00856441	0.0043415
8.45	-0.00622459	-0.00509462	0.00856125	0.00435755
8.46	-0.00628211	-0.00497936	0.00874682	0.00442683
8.47	-0.00631113	-0.00504568	0.00863873	0.00447676
8.48	-0.00621553	-0.00503011	0.00879067	0.00451185
8.49	-0.00627858	-0.00499588	0.00891952	0.00460881
8.5	-0.00633947	-0.00508681	0.0087356	0.00472396
8.51	-0.00635849	-0.0050836	0.0088536	0.00481733
8.52	-0.00638744	-0.00521454	0.00890934	0.00482498
8.53	-0.00644732	-0.00513114	0.00867075	0.00478328
8.54	-0.00644252	-0.00490184	0.00889815	0.00468591
8.55	-0.00647842	-0.00485903	0.00892216	0.00473496
8.56	-0.00667031	-0.00507182	0.00890795	0.00451482
8.57	-0.00656951	-0.00499228	0.00870742	0.00455549
8.58	-0.00644557	-0.00504045	0.00877955	0.0046582
8.59	-0.00656554	-0.0050462	0.00865668	0.00463594
8.6	-0.00654532	-0.00495372	0.00872518	0.004595
8.61	-0.00633352	-0.00479422	0.00888341	0.00466383
8.62	-0.00631598	-0.0047885	0.00873118	0.00463624
8.63	-0.00635757	-0.00499592	0.00897011	0.00453443
8.64	-0.00652026	-0.0048699	0.00891625	0.00467054
8.65	-0.00634478	-0.00477031	0.00902732	0.00464259
8.66	-0.00638246	-0.0048581	0.00885335	0.00467499
8.67	-0.00636587	-0.00495115	0.00909036	0.00447578
8.68	-0.00627258	-0.00490139	0.00888132	0.00462804
8.69	-0.00637669	-0.00479743	0.00877551	0.00468648
8.7	-0.00643334	-0.00492699	0.008822	0.00487792
8.71	-0.00615474	-0.00488239	0.00931493	0.00502287
8.72	-0.00631873	-0.00491345	0.00926889	0.00483696
8.73	-0.0062898	-0.00487777	0.00953752	0.00489691
8.74	-0.00641573	-0.00474275	0.00912876	0.00481697
8.75	-0.00627113	-0.00472642	0.00901619	0.00458833
8.76	-0.00634275	-0.00476014	0.00922514	0.00466663
8.77	-0.00632894	-0.00480796	0.00915289	0.00469825
8.78	-0.00643093	-0.00483209	0.00916246	0.00474061
8.79	-0.00625896	-0.00469238	0.00928755	0.00471797
8.8	-0.00639576	-0.00465291	0.00894987	0.00443782
8.81	-0.00633597	-0.00455247	0.00952513	0.00492323
8.82	-0.00643689	-0.00478874	0.00893734	0.00494735
8.83	-0.00639025	-0.0046721	0.00915285	0.0049039
8.84	-0.00635191	-0.00474411	0.00897811	0.00483032
8.85	-0.00614549	-0.00465247	0.00925088	0.00460051
8.86	-0.00636875	-0.00455086	0.00911652	0.00469266
8.87	-0.00619096	-0.0046682	0.00932402	0.0046635
8.88	-0.00617977	-0.00458093	0.00919992	0.00461092
8.89	-0.00610933	-0.00478885	0.00947609	0.00447921
8.9	-0.0062223	-0.00477191	0.00907003	0.00459233
8.91	-0.00607568	-0.00478643	0.00938789	0.00486459
8.92	-0.00612598	-0.00474793	0.00893014	0.00467429
8.93	-0.00619781	-0.00477195	0.00863388	0.00451329
8.94	-0.00611152	-0.00486886	0.00874929	0.00469525
8.95	-0.00618044	-0.00473571	0.00904583	0.00472178
8.96	-0.00626051	-0.00479863	0.00900518	0.00473162
8.97	-0.00623489	-0.00462544	0.00884629	0.00449069
8.98	-0.00624163	-0.00453405	0.00899354	0.00466327
8.99	-0.00618104	-0.00487316	0.00917138	0.00460252
9	-0.00615283	-0.00481449	0.00914309	0.00450635
9.01	-0.00606319	-0.00465494	0.00946664	0.00463556
9.02	-0.00631497	-0.00469756	0.00914144	0.00479729
